Duration (in seconds),ResponseId,Q186,Age,Gender,Ethnicity,Eth-ori,Edu,SJS-Intro,SJS-1,SJS-2,SJS-3,SRPS-Intro,SRPS-1,SRPS-2,SRPS-3,SRPS-4,SRPS-5,SRPS-6,SRPS-7,SRPS-8,SRPS-9,SRPS-10,SRPS-11,SRPS-12,SRPS-13,SRPS-14,SRPS-15,SRPS-Change,SRPS-17,SRPS-18,SRPS-19,SRPS-20,SRPS-21,SRPS-22,SRPS-23,SRPS-24,SSES-Intro,SSES-1,SSES-2,SSES-3,SSES-4,SSES-5,SSES-6,SSES-7,SSES-8,SSES-9,SSES-10,Spite-Intro,Spite-1,Spite-2,Spite-3,Spite-4,Spite-5,Spite-6,Spite-7,Spite-8,Spite-9,Spite-10,Spite-11,Spite-12,Spite-13,Spite-14,Spite-15,Spite-16,Q187,DoPL_1,DoPL_2,DoPL_3,DoPL_4,DoPL_5,DoPL_6,DoPL_7,DoPL_8,DoPL_9,DoPL_10,DoPL_11,DoPL_12,DoPL_13,DoPL_14,DoPL_15,DoPL_16,DoPL_17,DoPL_18,UMS_1,UMS_2,UMS_3,UMS_4,UMS_5,UMS_6,UMS_7,UMS_8,UMS_9,UMS_10,UMS_11,UMS_12,DoPL_26,Vign-Intro,Vign-1,Vign-2,Vign-3,Vign-4,Vign-5,Vign-6,Vign-7,Vign-8,Vign-9,Vign-10,Real-1,Real-2,Real-3,Real-4,Real-5,Real-6,Real-7,Real-8,Real-9,Real-10,Prolific,PROLIFIC_PID
1263,R_XYCZKn1dL6k0G8p,5fe3932b8d3c668577f04f13,19,Female,White,European,A-Levels or Equivalent,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,5,Both of You Equally,Both of You Equally,You,Both of You Equally,You,Both of You Equally,Both of You Equally,Both of You Equally,3,Agree,Slightly agree,Slightly agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,"2,3",Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Agree,Neither agree nor disagree,Strongly agree,"1,5",Strongly agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Agree,Agree,Disagree,Disagree,Agree,Important To Me,Very Important To me,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Important To Me,Extremely Important To Me,Important To Me,Strongly agree,1,Very justified,Neither justified or unjustified,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Slightly justified,Somewhat unjustified,Agree,Disagree,Agree,Disagree,Agree,Strongly agree,Disagree,Agree,Strongly disagree,Disagree,9594242,5fe3932b8d3c668577f04f13
1260,R_20YTry9WVMlkY1W,60892fe702789a871ccd8913,24,Male,White,Arab,University Post-Graduate Program,3,Agree,Disagree,Disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Agree,Agree,Agree,5,Both of You Equally,Both of You Equally,You,Your Partner,You,You,Both of You Equally,You,3,Agree,Agree,Neither agree nor disagree,Disagree,Slightly disagree,Agree,Disagree,Agree,Slightly disagree,Slightly disagree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Agree,"1,5",Somewhat disagree,Strongly agree,Strongly agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Agree,Somewhat disagree,Agree,Agree,Somewhat agree,Disagree,Agree,Strongly agree,Of Little Importance To me,Very Important To me,Disagree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat disagree,Disagree,Strongly disagree,Of Little Importance To me,Very Important To me,Extremely Important To Me,Strongly agree,1,Very justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Strongly agree,Strongly agree,Disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Disagree,Strongly agree,5480778,60892fe702789a871ccd8913
1300,R_2PwfzJD3BztCHWA,5f438e079d4eda5ebde023a0,22,Male,White,European,University Undergraduate Program,3,Disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,5,Your Partner,Both of You Equally,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,"2,3",Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Agree,"1,5",Somewhat agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Important To Me,Very Important To me,Disagree,Agree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Somewhat agree,Very Important To me,Extremely Important To Me,Extremely Important To Me,Strongly agree,1,Very justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Agree,Strongly agree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,Disagree,5790851,5f438e079d4eda5ebde023a0
1260,R_4HsvNPN1v4VeNs5,568d0641b5a2c2000cb657d0,26,Male,Asian or Asian Scottish or Asian British,Asian,University Undergraduate Program,3,Strongly disagree,Strongly disagree,Somewhat disagree,2,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,5,Your Partner,Your Partner,Your Partner,Both of You Equally,Your Partner,Both of You Equally,Both of You Equally,Your Partner,3,Agree,Disagree,Disagree,Slightly agree,Slightly agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,"2,3",Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,"1,5",Somewhat agree,Disagree,Disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Of Some Importance To Me,Important To Me,Agree,Agree,Agree,Agree,Disagree,Somewhat disagree,Strongly agree,Agree,Strongly agree,Extremely Important To Me,Extremely Important To Me,Very Important To me,Strongly agree,1,Very justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,1954794,568d0641b5a2c2000cb657d0
1291,R_3JLb4rhkGFehzka,5fd79625fbf4d00e02ea3d5f,20,Female,White,European,University Undergraduate Program,3,Disagree,Disagree,Somewhat disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,You,You,You,Both of You Equally,Both of You Equally,3,Agree,Agree,Neither agree nor disagree,Slightly disagree,Slightly agree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly disagree,"2,3",Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,"1,5",Agree,Agree,Somewhat agree,Disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Agree,Disagree,Agree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Important To Me,Very Important To me,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Agree,Disagree,Very Important To me,Very Important To me,Very Important To me,Strongly agree,1,Somewhat unjustified,Slightly justified,Not justified at all,Somewhat unjustified,Not justified at all,Very justified,Somewhat unjustified,Not justified at all,Slightly justified,Somewhat unjustified,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,3502366,5fd79625fbf4d00e02ea3d5f
1289,R_2sbx92bGCZ4yrUY,5fef4c74351a26d95d46b0ba,19,Male,White,European,Primary School,3,Somewhat disagree,Somewhat disagree,Disagree,2,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,5,Your Partner,Both of You Equally,Your Partner,You,You,Both of You Equally,Your Partner,Both of You Equally,3,Slightly disagree,Neither agree nor disagree,Slight disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,"2,3",Disagree,Somewhat disagree,Agree,Disagree,Agree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Disagree,"1,5",Somewhat disagree,Disagree,Agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Somewhat disagree,Agree,Disagree,Somewhat disagree,Somewhat agree,Disagree,Of Little Importance To me,Of Little Importance To me,Agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Important To Me,Of Some Importance To Me,Of Some Importance To Me,Strongly agree,1,Somewhat unjustified,Slightly justified,Not justified at all,Somewhat unjustified,Somewhat unjustified,Slightly justified,Somewhat unjustified,Somewhat unjustified,Somewhat unjustified,Somewhat unjustified,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,1752025,5fef4c74351a26d95d46b0ba
1310,R_2c7q68wShM1RPcl,5c73a7da7019c80001f36be9,38,Male,White,European,University Undergraduate Program,3,Disagree,Disagree,Disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Agree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,"2,3",Disagree,Somewhat disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,"1,5",Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Very Important To me,Important To Me,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Important To Me,Of Some Importance To Me,Important To Me,Strongly agree,1,Slightly justified,Slightly justified,Somewhat unjustified,Slightly justified,Somewhat unjustified,Slightly justified,Neither justified or unjustified,Slightly justified,Somewhat unjustified,Slightly justified,Disagree,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,7702292,5c73a7da7019c80001f36be9
1284,R_3hAbsgwUSDmedRF,603d04cca4df1dacee2f6b26,20,Female,White,European,University Undergraduate Program,3,Agree,Somewhat disagree,Somewhat disagree,2,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Slightly disagree,Disagree,Disagree,Neither agree nor disagree,Slightly agree,Disagree,Agree,Slightly disagree,Agree,Agree,"2,3",Agree,Agree,Neither agree nor disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Neither agree nor disagree,Strongly agree,"1,5",Agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Strongly disagree,Disagree,Agree,Important To Me,Very Important To me,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Agree,Very Important To me,Very Important To me,Very Important To me,Strongly agree,1,Not justified at all,Slightly justified,Slightly justified,Somewhat unjustified,Very justified,Somewhat unjustified,Neither justified or unjustified,Somewhat unjustified,Somewhat unjustified,Slightly justified,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Disagree,Agree,9215012,603d04cca4df1dacee2f6b26
1348,R_VNXmu046eHkdZHr,607ec7379eac7be04ab448e3,18,Male,White,European,Primary School,3,Strongly disagree,Disagree,Agree,2,Agree,Strongly disagree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,You,Your Partner,You,Both of You Equally,3,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Agree,"2,3",Disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Agree,Agree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,Disagree,Strongly agree,"1,5",Somewhat agree,Agree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Very Important To me,Of Little Importance To me,Strongly agree,Somewhat agree,Strongly agree,Disagree,Somewhat agree,Strongly disagree,Agree,Strongly agree,Disagree,Of Little Importance To me,Important To Me,Important To Me,Strongly agree,1,Slightly justified,Somewhat unjustified,Not justified at all,Neither justified or unjustified,Slightly justified,Very justified,Neither justified or unjustified,Not justified at all,Slightly justified,Very justified,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,9090082,607ec7379eac7be04ab448e3
1357,R_23Uj5bkQqZufnCJ,603a758c5fc59967a708e5f4,18,Male,White,European,A-Levels or Equivalent,3,Somewhat disagree,Disagree,Disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Your Partner,3,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly disagree,Slightly agree,Slightly agree,"2,3",Agree,Strongly disagree,Disagree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Agree,Disagree,Strongly disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Strongly agree,"1,5",Somewhat disagree,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Agree,Extremely Important To Me,Extremely Important To Me,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Agree,Strongly agree,Extremely Important To Me,Important To Me,Important To Me,Strongly agree,1,Slightly justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Slightly justified,Not justified at all,Slightly justified,Neither agree nor disagree,Agree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,4205877,603a758c5fc59967a708e5f4
1367,R_1lcJHg1zaAoJYih,5d1a69d8f97a18001977e0d7,44,Male,White,English,University Undergraduate Program,3,Disagree,Strongly disagree,Somewhat disagree,2,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,5,Your Partner,Your Partner,You,Both of You Equally,Both of You Equally,You,Both of You Equally,Your Partner,3,Slightly agree,Slightly agree,Slightly agree,Disagree,Disagree,Slightly agree,Disagree,Slightly agree,Disagree,Disagree,"2,3",Neither agree nor disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neither agree nor disagree,Disagree,Strongly disagree,Agree,Strongly agree,"1,5",Somewhat agree,Disagree,Somewhat agree,Disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,Agree,Agree,Somewhat agree,Disagree,Disagree,Agree,Important To Me,Important To Me,Somewhat disagree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Very Important To me,Of Some Importance To Me,Of Some Importance To Me,Strongly agree,1,Slightly justified,Somewhat unjustified,Not justified at all,Somewhat unjustified,Not justified at all,Very justified,Somewhat unjustified,Somewhat unjustified,Slightly justified,Not justified at all,Strongly agree,Agree,Neither agree nor disagree,Agree,Agree,Strongly agree,Disagree,Strongly agree,Disagree,Strongly agree,7541658,5d1a69d8f97a18001977e0d7
1365,R_1QgsCR5yhSZCxQJ,5db782f5e757dd000d27a3f0,20,Male,White,European,A-Levels or Equivalent,3,Somewhat agree,Somewhat disagree,Somewhat disagree,2,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,3,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,"2,3",Disagree,Neither agree nor disagree,Strongly disagree,Disagree,Agree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,"1,5",Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Important To Me,Important To Me,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Important To Me,Important To Me,Important To Me,Strongly agree,1,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Somewhat unjustified,Slightly justified,Not justified at all,Not justified at all,Neither justified or unjustified,Somewhat unjustified,Agree,Agree,Agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,6274998,5db782f5e757dd000d27a3f0
1410,R_SBtUdm2X95TCVd7,60644c885529fc7fe207a89f,18,Female,White,European,A-Levels or Equivalent,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Agree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,5,Both of You Equally,Both of You Equally,You,Both of You Equally,You,Both of You Equally,Both of You Equally,Your Partner,3,Agree,Slightly agree,Neither agree nor disagree,Slightly disagree,Neither agree nor disagree,Slightly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,"2,3",Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,"1,5",Agree,Somewhat agree,Strongly agree,Disagree,Strongly agree,Strongly disagree,Agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Important To Me,Extremely Important To Me,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Extremely Important To Me,Very Important To me,Very Important To me,Strongly agree,1,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Slightly justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Strongly agree,Agree,Agree,Disagree,Agree,Disagree,Strongly disagree,Agree,Disagree,Agree,8993346,60644c885529fc7fe207a89f
1400,R_3qPwPFQGHXbLbB1,5f2a12f5837dd81e5881b7cc,42,Male,White,European,A-Levels or Equivalent,3,Strongly disagree,Strongly disagree,Strongly disagree,2,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,5,You,You,You,You,You,You,You,You,3,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Neither agree nor disagree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,"2,3",Disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,Disagree,Neither agree nor disagree,Agree,"1,5",Disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Disagree,Strongly agree,Disagree,Somewhat agree,Agree,Disagree,Disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Disagree,Of Little Importance To me,Of Little Importance To me,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Of Some Importance To Me,Of Some Importance To Me,Important To Me,Strongly agree,1,Very justified,Somewhat unjustified,Not justified at all,Neither justified or unjustified,Not justified at all,Very justified,Neither justified or unjustified,Not justified at all,Very justified,Neither justified or unjustified,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Disagree,3044464,5f2a12f5837dd81e5881b7cc
1237,R_25YJ51eWDk6fglc,5eb69499f6f9910114977313,37,Male,White,European,A-Levels or Equivalent,3,Disagree,Disagree,Disagree,2,Disagree,Disagree,Strongly agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly agree,Agree,Disagree,5,Your Partner,Your Partner,Your Partner,Your Partner,Your Partner,Your Partner,You,Your Partner,3,Neither agree nor disagree,Slightly disagree,Slight disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,"2,3",Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,"1,5",Disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly disagree,Strongly disagree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Of Some Importance To Me,Of Some Importance To Me,Disagree,Disagree,Disagree,Somewhat disagree,Agree,Disagree,Somewhat agree,Agree,Disagree,Important To Me,Important To Me,Important To Me,Strongly agree,1,Very justified,Not justified at all,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Somewhat unjustified,Somewhat unjustified,Disagree,Disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Disagree,8543915,5eb69499f6f9910114977313
1386,R_3GkcInc2JD8vFXv,5c7093155ba5060001ce5f1a,35,Female,White,English,A-Levels or Equivalent,3,Agree,Disagree,Disagree,2,Strongly disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,5,Both of You Equally,Both of You Equally,Both of You Equally,Both of You Equally,You,You,You,Both of You Equally,3,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,"2,3",Strongly disagree,Somewhat disagree,Disagree,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Strongly agree,Agree,"1,5",Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Important To Me,Important To Me,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Important To Me,Very Important To me,Very Important To me,Strongly agree,1,Very justified,Somewhat unjustified,Not justified at all,Not justified at all,Not justified at all,Very justified,Not justified at all,Not justified at all,Slightly justified,Slightly justified,Agree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Disagree,Agree,Disagree,Disagree,9882669,5c7093155ba5060001ce5f1a
